timestamp,src_ip,dst_ip,src_port,dst_port,protocol,size
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,135,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,8888,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,256,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,993,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,23,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,443,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,110,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,995,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,113,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,21,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,135,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,8888,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,256,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,993,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,23,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,443,36443,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,25,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,445,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,587,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,110,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,995,36443,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,1720,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,25,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,445,36443,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,554,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,587,36443,TCP,60
2026-05-19 17:10:11,192.168.100.128,192.168.100.129,36443,199,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,1720,36443,TCP,60
2026-05-19 17:10:11,192.168.100.129,192.168.100.128,554,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,199,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,1025,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,22,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,143,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,1723,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,1025,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,22,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,143,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,1723,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,111,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,3389,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,53,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,139,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5900,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,80,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,3306,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,8080,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5718,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,1068,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,163,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,22,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5225,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,1073,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,111,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,3389,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,53,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,139,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5900,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,80,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,3306,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,8080,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,80,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5718,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,1068,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,163,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5225,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,1073,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,51103,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,2038,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,32770,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5280,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,55555,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5925,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,10001,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,50389,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,2638,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,51103,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,2038,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,32770,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5280,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,55555,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5925,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,10001,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,50389,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,2638,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5915,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,7000,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,6002,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,1521,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5915,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5822,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,7000,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,6002,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,1521,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,8291,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,15660,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5822,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5200,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,26214,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,8291,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,7025,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,10004,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,15660,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5200,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,3914,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,48080,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,12345,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,26214,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,3300,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,7025,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,10004,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,9575,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,3914,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,1287,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,3017,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,48080,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5802,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,49158,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,6502,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,8899,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,6346,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,1026,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,3800,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,2191,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,12345,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,2161,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,4125,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,38292,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,280,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,8649,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,3300,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,1034,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,2718,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,9575,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,3013,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,1287,36443,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,3017,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,16993,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,8300,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,5802,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,7200,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,800,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,2004,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,5009,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,9080,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,3869,TCP,60
2026-05-19 17:10:12,192.168.100.129,192.168.100.128,49158,36443,TCP,60
2026-05-19 17:10:12,192.168.100.128,192.168.100.129,36443,51493,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6502,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,9917,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,8899,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,2119,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6346,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1026,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3800,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,2191,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,2161,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,4125,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,38292,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,280,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,8649,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1034,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,2718,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3013,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,16993,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,8300,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,7200,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,800,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,2004,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,5009,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,9080,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3869,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,51493,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,9917,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,2119,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,259,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,2002,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,10000,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,8292,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,259,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,2002,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,10000,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,8292,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3945,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,10621,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,2003,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,6779,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,27356,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,7676,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1070,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,2009,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,60443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,5087,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,45100,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3551,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,6646,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,5961,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3333,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,16012,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,8001,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1094,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,10180,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,524,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3945,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,10621,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,2003,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6779,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,27356,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,7676,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1070,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,2009,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,60443,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,5087,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,45100,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3551,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6646,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,5961,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3333,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,16012,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,8001,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1094,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,6566,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,10180,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,524,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6566,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3580,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3580,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1152,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,9071,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1152,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,50500,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,9071,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,50500,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,49153,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,49153,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3324,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3324,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,5050,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,5050,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,10012,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,10012,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3268,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,49154,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3268,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,49154,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,15000,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,15000,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,79,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,19101,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,79,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,19101,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,14441,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,14441,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1055,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1055,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1839,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1216,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,9220,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,9003,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,6000,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1113,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,6009,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,6567,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1839,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,7741,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3261,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1216,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,8087,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,6510,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,9200,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,9220,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,5357,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,9003,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6000,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1113,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6009,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6567,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,7741,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3261,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,8087,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,6510,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,9200,36443,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,5357,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,902,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,60020,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,4004,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3659,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,902,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1301,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,60020,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,12174,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1174,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,4004,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,7777,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,3659,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,7999,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,1301,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,50000,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,3283,TCP,60
2026-05-19 17:10:13,192.168.100.129,192.168.100.128,12174,36443,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,58080,TCP,60
2026-05-19 17:10:13,192.168.100.128,192.168.100.129,36443,1192,TCP,60
